id	file_utt	utt	start	dur	phone
1	s20_u3	1	2.31	1.34	sil
1	s86_u1	1	14.2	0.37	sil
1	s103_u1	1	9.21	0.06	sil
1	s61_u1	1	14.83	0.04	sil
1	s77_u3	1	21.51	0.01	sil
1	s105_u3	1	38.47	0.01	sil
1	s105_u3	1	14.45	0.01	sil
1	s53_u1	1	13.2	0.12	sil
1	s49_u3	1	16.33	0.86	sil
1	s72_u1	1	1.66	0.01	sil
1	s19_u3	1	17.9	0.03	sil
1	s4_u1	1	7.75	0.01	sil
1	s2_u1	1	6.61	0.05	sil
1	s86_u3	1	45.21	0.01	sil
1	s34_u3	1	27.47	1.83	sil
1	s102_u1	1	3.48	0.01	sil
1	s32_u3	1	45.19	0.52	sil
1	s89_u1	1	2.71	0.01	sil
1	s11_u1	1	14.2	0.02	sil
1	s76_u3	1	39.35	0.1	sil
1	s39_u3	1	25.38	0.01	sil
1	s42_u3	1	21.37	0.53	sil
1	s17_u3	1	81.99	0.24	sil
1	s49_u2	1	2.65	0.01	sil
1	s28_u3	1	15.12	0.01	sil
1	s76_u3	1	39.16	0.07	sil
1	s36_u3	1	3.23	0.01	sil
1	s96_u2	1	11.16	0.01	sil
1	s49_u3	1	15.63	0.54	sil
1	s86_u3	1	51.01	0.01	sil
1	s48_u2	1	0.91	0.01	sil
1	s3_u3	1	11.07	0.18	sil
1	s36_u3	1	21.2	0.39	sil
1	s44_u1	1	16.23	0.01	sil
1	s26_u3	1	33.37	0.01	sil
1	s76_u3	1	61.25	0.26	sil
1	s49_u1	1	10.78	0.07	sil
1	s90_u3	1	30.2	0.01	sil
1	s17_u3	1	119.619	0.01	sil
1	s37_u3	1	0.25	0.13	sil
1	s46_u3	1	39.2	0.05	sil
1	s51_u3	1	52.89	0.05	sil
1	s13_u1	1	16.21	0.26	sil
1	s46_u2	1	12.84	0.01	sil
1	s51_u3	1	37.21	0.36	sil
1	s78_u2	1	16.17	0.02	sil
1	s77_u3	1	8.3	0.07	sil
1	s28_u1	1	13.04	0.12	sil
1	s41_u2	1	15.45	0.14	sil
1	s106_u1	1	14.16	0.03	sil
1	s100_u1	1	26.33	0.14	sil
1	s86_u3	1	63.04	0.01	sil
1	s82_u3	1	74.89	0.09	sil
1	s102_u3	1	51.15	0.44	sil
1	s52_u2	1	18.84	0.01	sil
1	s72_u2	1	3.02	0.13	sil
1	s104_u1	1	12.25	0.11	sil
1	s100_u1	1	4.2	0.05	sil
1	s11_u2	1	6.4	0.01	sil
1	s101_u2	1	7.52	0.02	sil
1	s101_u2	1	0.22	0.01	sil
1	s101_u3	1	21.08	1.99	sil
1	s84_u3	1	26.9	0.63	sil
1	s16_u1	1	13.22	0.01	sil
1	s105_u3	1	20.74	0.34	sil
1	s104_u1	1	19.93	0.52	sil
1	s37_u3	1	15.48	0.01	sil
1	s102_u3	1	80.62	0.25	sil
1	s44_u1	1	4.69	0.01	sil
1	s10_u3	1	22.19	0.04	sil
1	s60_u2	1	13.33	0.01	sil
1	s30_u1	1	9.62	0.01	sil
1	s105_u3	1	43.78	0.12	sil
1	s27_u1	1	17.82	0.01	sil
1	s83_u3	1	31.51	0.22	sil
1	s102_u3	1	56.7	0.21	sil
1	s84_u3	1	45.83	0.47	sil
1	s90_u3	1	25.96	0.02	sil
1	s26_u3	1	29.6	0.01	sil
1	s12_u2	1	13.29	0.28	sil
1	s57_u2	1	17.08	0.01	sil
1	s41_u3	1	27.94	0.01	sil
1	s78_u2	1	8.49	0.15	sil
1	s56_u2	1	6.69	0.08	sil
1	s100_u1	1	13.27	0.21	sil
1	s102_u3	1	82.44	0.39	sil
1	s78_u1	1	9.33	0.18	sil
1	s49_u3	1	46.89	0.26	sil
1	s6_u1	1	10.59	0.08	sil
1	s90_u3	1	43.73	0.04	sil
1	s36_u3	1	41.79	0.14	sil
1	s20_u2	1	2.74	0.19	sil
1	s38_u3	1	16.59	0.01	sil
1	s105_u3	1	57.74	0.02	sil
1	s48_u3	1	43.12	0.33	sil
1	s37_u3	1	7.42	0.1	sil
1	s44_u2	1	8.76	0.03	sil
1	s52_u2	1	11.28	0.14	sil
1	s10_u3	1	16.86	0.33	sil
1	s39_u3	1	2.75	0.42	sil
1	s57_u1	1	12.96	0.03	sil
1	s46_u3	1	8.93	0.02	sil
1	s43_u2	1	15.76	0.01	sil
1	s9_u1	1	14.97	0.05	sil
1	s94_u2	1	6.42	0.05	sil
1	s91_u1	1	16.74	0.01	sil
1	s11_u2	1	5.97	0.01	sil
1	s79_u1	1	10.16	0.01	sil
1	s32_u3	1	49.17	0.03	sil
1	s87_u3	1	31.17	0.03	sil
1	s102_u3	1	61.84	0.13	sil
1	s100_u1	1	16.46	0.12	sil
1	s49_u1	1	3.15	0.01	sil
1	s103_u1	1	23.78	0.22	sil
1	s37_u1	1	3.35	0.01	sil
1	s20_u2	1	8.64	0.13	sil
1	s10_u3	1	14.88	0.32	sil
1	s48_u1	1	5.05	0.19	sil
1	s31_u3	1	23.9	0.05	sil
1	s102_u3	1	85.36	0.34	sil
1	s3_u3	1	0.45	0.05	sil
1	s13_u3	1	48.37	0.01	sil
1	s86_u1	1	4.85	0.01	sil
1	s94_u1	1	32.34	0.08	sil
1	s3_u1	1	23.93	0.08	sil
1	s46_u2	1	14.56	0.01	sil
1	s26_u3	1	33.21	0.03	sil
1	s83_u1	1	9.38	0.44	sil
1	s89_u1	1	8.66	0.06	sil
1	s100_u1	1	5.35	0.71	sil
1	s29_u3	1	3.99	0.02	sil
1	s43_u3	1	15.97	0.15	sil
1	s94_u2	1	19	0.04	sil
1	s90_u3	1	83.86	0.16	sil
1	s99_u1	1	24.58	0.02	sil
1	s48_u3	1	23.35	0.01	sil
1	s64_u1	1	2.17	0.01	sil
1	s26_u3	1	24.58	0.41	sil
1	s82_u3	1	27.08	0.39	sil
1	s8_u3	1	13.58	0.1	sil
1	s85_u1	1	15.7	0.01	sil
1	s95_u1	1	0.44	0.01	sil
1	s12_u3	1	85.38	0.01	sil
1	s39_u2	1	3.06	0.01	sil
1	s101_u3	1	5.12	0.01	sil
1	s57_u2	1	10.28	0.21	sil
1	s102_u3	1	46.55	0.01	sil
1	s102_u3	1	22.24	0.18	sil
1	s82_u3	1	61.69	0.02	sil
1	s86_u2	1	1.52	0.07	sil
1	s86_u3	1	42.69	0.27	sil
1	s101_u3	1	1.2	0.45	sil
1	s28_u3	1	20.29	0.01	sil
1	s87_u3	1	31.36	0.12	sil
1	s30_u1	1	1.24	0.09	sil
1	s100_u1	1	27.47	0.27	sil
1	s86_u3	1	64.29	0.09	sil
1	s53_u1	1	9.22	0.04	sil
1	s70_u3	1	8.05	0.01	sil
1	s86_u3	1	64.58	0.07	sil
1	s73_u1	1	15.69	0.03	sil
1	s12_u3	1	28.81	0.03	sil
1	s84_u3	1	42.99	0.16	sil
1	s105_u3	1	16.57	0.22	sil
1	s101_u1	1	9.36	0.17	sil
1	s100_u1	1	1.59	0.24	sil
1	s105_u2	1	4.3	0.41	sil
1	s86_u3	1	67.88	0.5	sil
1	s29_u3	1	29.79	0.02	sil
1	s29_u3	1	11.46	0.03	sil
1	s40_u1	1	17.13	0.17	sil
1	s90_u2	1	2.07	0.02	sil
1	s29_u3	1	6.58	0.01	sil
1	s99_u2	1	7.47	0.14	sil
1	s61_u2	1	5.9	0.08	sil
1	s105_u3	1	3.29	0.02	sil
1	s13_u3	1	11.16	0.01	sil
1	s12_u3	1	79.08	0.01	sil
1	s41_u2	1	16	0.1	sil
1	s2_u3	1	14.68	0.19	sil
1	s49_u2	1	4	0.24	sil
1	s32_u3	1	43.34	0.29	sil
1	s89_u1	1	17.44	0.07	sil
1	s105_u3	1	45.3	0.18	sil
1	s97_u1	1	21.63	0.01	sil
1	s89_u3	1	8.18	0.12	sil
1	s10_u1	1	19.02	0.06	sil
1	s79_u3	1	2.05	0.15	sil
1	s19_u2	1	7.79	0.07	sil
1	s51_u3	1	43.67	0.3	sil
1	s58_u2	1	2.67	0.08	sil
1	s59_u2	1	8.93	0.02	sil
1	s76_u3	1	50.25	0.01	sil
1	s100_u1	1	21.61	0.01	sil
1	s17_u3	1	122.399	0.34	sil
1	s2_u1	1	4	0.01	sil
1	s57_u1	1	11.95	0.25	sil
1	s101_u2	1	3.35	0.01	sil
1	s100_u1	1	11.79	0.1	sil
1	s102_u3	1	100.09	0.29	sil
1	s2_u3	1	4.19	0.03	sil
1	s102_u3	1	22.87	0.15	sil
1	s68_u2	1	10.35	0.02	sil
1	s73_u2	1	7.05	0.07	sil
1	s46_u2	1	5.53	0.45	sil
1	s12_u3	1	106.4	0.19	sil
1	s70_u3	1	22.41	0.08	sil
1	s7_u3	1	40.95	0.44	sil
1	s27_u3	1	13.12	0.02	sil
1	s26_u3	1	32.84	0.15	sil
1	s28_u3	1	18.53	0.24	sil
1	s36_u3	1	32.06	0.19	sil
1	s2_u3	1	13.99	0.5	sil
1	s89_u3	1	24.93	0.14	sil
1	s27_u3	1	1.47	0.25	sil
1	s105_u3	1	10.96	0.01	sil
1	s30_u3	1	27.94	0.07	sil
1	s29_u1	1	13.01	0.11	sil
1	s68_u1	1	3.04	0.01	sil
1	s3_u3	1	27.42	0.06	sil
1	s90_u3	1	65.52	0.07	sil
1	s57_u2	1	13.27	0.01	sil
1	s96_u3	1	7.31	0.01	sil
1	s37_u3	1	13.96	0.08	sil
1	s99_u1	1	12.35	0.47	sil
1	s60_u2	1	7.01	0.07	sil
1	s4_u1	1	11.27	0.01	sil
1	s51_u3	1	32.23	1.12	sil
1	s26_u3	1	38.02	0.01	sil
1	s76_u3	1	48.14	0.15	sil
1	s36_u1	1	12.53	0.19	sil
1	s27_u1	1	16.13	0.04	sil
1	s36_u3	1	4.23	0.21	sil
1	s39_u3	1	17.52	0.18	sil
1	s96_u2	1	1.83	0.01	sil
1	s98_u3	1	52.43	0.22	sil
1	s51_u3	1	53.53	0.27	sil
1	s56_u2	1	16.72	0.3	sil
1	s51_u3	1	41.34	0.27	sil
1	s84_u3	1	42.7	0.03	sil
1	s86_u2	1	2.11	0.1	sil
1	s103_u1	1	24.3	0.01	sil
1	s82_u3	1	25.61	1.07	sil
1	s68_u1	1	21.59	0.15	sil
1	s94_u1	1	26.49	0.13	sil
1	s26_u3	1	42.99	0.05	sil
1	s52_u2	1	14.81	0.46	sil
1	s53_u2	1	11.03	0.3	sil
1	s90_u2	1	13.88	0.24	sil
1	s91_u1	1	10.2	0.25	sil
1	s52_u1	1	20.78	0.01	sil
1	s60_u1	1	12.88	0.04	sil
1	s48_u3	1	21.1	0.1	sil
1	s6_u1	1	21.71	0.04	sil
1	s103_u2	1	6.67	0.03	sil
1	s18_u1	1	5.38	0.01	sil
1	s51_u3	1	54.95	0.01	sil
1	s102_u3	1	28.66	0.87	sil
1	s101_u1	1	19.67	0.1	sil
1	s39_u3	1	3.41	0.14	sil
1	s28_u1	1	7.58	0.1	sil
1	s4_u3	1	46.13	0.01	sil
1	s32_u3	1	18.07	0.77	sil
1	s12_u3	1	24.97	0.27	sil
1	s3_u3	1	29.14	0.08	sil
1	s26_u3	1	46.45	0.01	sil
1	s105_u3	1	35.8	0.09	sil
1	s78_u1	1	7.13	0.22	sil
1	s19_u1	1	0.23	0.13	sil
1	s85_u3	1	35.63	0.26	sil
1	s36_u3	1	6.48	0.09	sil
1	s90_u3	1	34.98	0.01	sil
1	s79_u1	1	6.2	0.04	sil
1	s41_u1	1	11.69	0.11	sil
1	s101_u3	1	5.82	0.72	sil
1	s56_u2	1	12.38	0.01	sil
1	s100_u1	1	7.87	0.56	sil
1	s22_u3	1	14.38	0.22	sil
1	s89_u2	1	3.33	0.12	sil
1	s83_u1	1	19.48	0.09	sil
1	s41_u2	1	16.86	0.02	sil
1	s26_u3	1	47.43	0.01	sil
1	s59_u2	1	5.76	0.23	sil
1	s101_u1	1	14.3	0.39	sil
1	s106_u3	1	28.18	0.15	sil
1	s71_u1	1	8.63	0.08	sil
1	s2_u1	1	8.31	0.01	sil
1	s19_u1	1	9.91	0.1	sil
1	s82_u3	1	55.13	0.01	sil
1	s105_u3	1	3.15	0.04	sil
1	s82_u3	1	49.23	0.01	sil
1	s82_u3	1	31.27	0.03	sil
1	s101_u3	1	26.21	1.55	sil
1	s100_u2	1	8.12	0.01	sil
1	s70_u3	1	8.45	0.01	sil
1	s12_u3	1	2.27	0.48	sil
1	s87_u3	1	50.82	0.01	sil
1	s17_u3	1	67.14	0.08	sil
1	s5_u3	1	56.15	0.04	sil
1	s31_u3	1	27.35	0.46	sil
1	s68_u2	1	8.79	0.3	sil
1	s82_u3	1	42.01	0.03	sil
1	s78_u2	1	13.25	0.14	sil
1	s94_u2	1	1.46	0.2	sil
1	s100_u2	1	8.31	0.42	sil
1	s11_u3	1	11.05	0.14	sil
1	s76_u3	1	8.11	0.01	sil
1	s86_u3	1	1.44	0.1	sil
1	s94_u1	1	24.96	0.12	sil
1	s72_u3	1	23.02	0.02	sil
1	s41_u3	1	39.46	0.28	sil
1	s15_u1	1	12.23	0.1	sil
1	s102_u3	1	91.32	0.01	sil
1	s31_u1	1	2.63	0.22	sil
1	s76_u1	1	20.08	0.05	sil
1	s103_u3	1	26.44	0.12	sil
1	s33_u1	1	7.4	0.01	sil
1	s71_u3	1	7.33	0.04	sil
1	s26_u3	1	36.2	0.04	sil
1	s17_u3	1	61.38	0.61	sil
1	s13_u1	1	17.48	0.26	sil
1	s67_u2	1	4.82	0.17	sil
1	s2_u1	1	4.15	0.01	sil
1	s56_u2	1	5.28	0.13	sil
1	s10_u3	1	38.52	0.01	sil
1	s70_u1	1	4.91	0.04	sil
1	s57_u1	1	7.39	0.33	sil
1	s82_u3	1	49.06	0.01	sil
1	s86_u3	1	28.5	0.08	sil
1	s84_u3	1	16.12	0.01	sil
1	s29_u1	1	1.35	0.01	sil
1	s20_u3	1	33.37	0.01	sil
1	s41_u2	1	9.84	0.02	sil
1	s4_u1	1	10.61	0.1	sil
1	s13_u1	1	19.34	0.26	sil
1	s18_u1	1	16.66	0.07	sil
1	s26_u3	1	30.23	0.38	sil
1	s87_u3	1	35.63	1.23	sil
1	s70_u2	1	14.72	0.11	sil
1	s94_u1	1	6.72	0.1	sil
1	s3_u3	1	12.06	0.12	sil
1	s82_u3	1	24.57	0.08	sil
1	s27_u3	1	10.57	0.02	sil
1	s6_u3	1	25.57	0.01	sil
1	s38_u3	1	15.12	0.02	sil
1	s82_u3	1	24.82	0.08	sil
1	s91_u1	1	0.21	0.01	sil
1	s48_u3	1	43.66	0.1	sil
1	s64_u1	1	11.78	0.03	sil
1	s53_u2	1	3.96	0.18	sil
1	s55_u2	1	3.3	0.06	sil
1	s60_u2	1	13.69	0.06	sil
1	s59_u1	1	5.83	0.25	sil
1	s97_u3	1	25.6	0.05	sil
1	s39_u3	1	25.71	0.24	sil
1	s105_u3	1	6.44	0.4	sil
1	s89_u2	1	7.51	0.14	sil
1	s83_u1	1	4.75	0.14	sil
1	s71_u1	1	13.88	0.21	sil
1	s5_u3	1	45.38	0.02	sil
1	s39_u3	1	17.91	0.85	sil
1	s105_u3	1	11.91	0.01	sil
1	s39_u2	1	10.74	0.2	sil
1	s50_u3	1	22.86	0.01	sil
1	s48_u3	1	9.98	0.09	sil
1	s30_u3	1	12.46	0.01	sil
1	s43_u3	1	6.78	0.01	sil
1	s5_u1	1	3.18	0.14	sil
1	s102_u3	1	27.23	0.36	sil
1	s15_u3	1	1.24	0.14	sil
1	s59_u1	1	1.08	0.15	sil
1	s32_u3	1	44.84	0.05	sil
1	s51_u3	1	31.34	0.06	sil
1	s103_u3	1	13.6	0.09	sil
1	s13_u1	1	12.14	0.36	sil
1	s76_u2	1	13.14	0.01	sil
1	s57_u2	1	1.49	0.2	sil
1	s15_u3	1	9.47	1.34	sil
1	s103_u2	1	13.88	0.18	sil
1	s101_u2	1	7.25	0.01	sil
1	s105_u3	1	42.57	0.43	sil
1	s60_u1	1	8.44	0.01	sil
1	s3_u3	1	14.98	0.01	sil
1	s18_u3	1	1.49	0.16	sil
1	s72_u3	1	21.04	0.01	sil
1	s17_u3	1	81.29	0.51	sil
1	s26_u3	1	51.89	0.01	sil
1	s85_u3	1	53.07	0.34	sil
1	s88_u3	1	3.6	0.17	sil
1	s89_u1	1	16.15	0.01	sil
1	s89_u1	1	2.85	0.01	sil
1	s11_u1	1	16.75	0.02	sil
1	s44_u3	1	23.48	0.42	sil
1	s100_u2	1	15.93	0.24	sil
1	s83_u1	1	6.43	0.04	sil
1	s106_u2	1	4.05	0.01	sil
1	s36_u3	1	26.42	0.01	sil
1	s100_u2	1	16.33	0.68	sil
1	s12_u3	1	80.13	0.01	sil
1	s87_u3	1	31.61	0.02	sil
1	s56_u1	1	12.18	0.18	sil
1	s48_u3	1	18.82	0.23	sil
1	s76_u2	1	14.7	0.02	sil
1	s87_u1	1	6.79	0.01	sil
1	s85_u3	1	44.79	1.96	sil
1	s105_u3	1	2.31	0.16	sil
1	s29_u1	1	1.1	0.01	sil
1	s46_u1	1	2.49	0.1	sil
1	s100_u1	1	19.45	0.02	sil
1	s83_u2	1	6.09	0.17	sil
1	s70_u3	1	30.9	0.43	sil
1	s6_u3	1	12.66	0.01	sil
1	s10_u3	1	45.62	0.01	sil
1	s85_u3	1	18.74	1.85	sil
1	s17_u3	1	76.17	0.03	sil
1	s28_u3	1	25.75	0.01	sil
1	s52_u1	1	10.77	0.01	sil
1	s2_u1	1	3.07	0.1	sil
1	s72_u2	1	15.01	0.27	sil
1	s105_u3	1	58.66	0.04	sil
1	s84_u2	1	26.55	0.03	sil
1	s12_u3	1	8.56	0.72	sil
1	s84_u3	1	47.91	0.18	sil
1	s102_u3	1	109.37	0.01	sil
1	s98_u3	1	22.57	0.22	sil
1	s96_u3	1	17.39	0.01	sil
1	s70_u3	1	20.79	0.17	sil
1	s73_u3	1	2.01	0.17	sil
1	s20_u1	1	3.85	0.12	sil
1	s64_u1	1	10.16	0.04	sil
1	s88_u3	1	58.29	0.55	sil
1	s82_u3	1	48.02	0.01	sil
1	s90_u3	1	79.57	0.03	sil
1	s105_u2	1	7.51	0.02	sil
1	s31_u3	1	21.52	0.04	sil
1	s89_u3	1	25.62	0.1	sil
1	s106_u2	1	10.72	0.13	sil
1	s102_u3	1	76.66	0.18	sil
1	s52_u1	1	5.27	0.01	sil
1	s77_u3	1	23.46	0.01	sil
1	s105_u3	1	60.06	0.12	sil
1	s94_u3	1	31.77	0.01	sil
1	s2_u1	1	16.54	0.01	sil
1	s73_u1	1	17.51	0.01	sil
1	s105_u3	1	4.4	0.17	sil
1	s48_u3	1	47.28	0.31	sil
1	s82_u3	1	24.13	0.01	sil
1	s82_u3	1	18	0.01	sil
1	s41_u2	1	4.58	0.1	sil
1	s90_u1	1	21.52	0.05	sil
1	s4_u3	1	21.02	0.02	sil
1	s27_u3	1	27.25	0.01	sil
1	s85_u3	1	6.73	0.01	sil
1	s73_u3	1	28.53	0.18	sil
1	s13_u3	1	51.79	0.1	sil
1	s12_u3	1	44.99	0.11	sil
1	s60_u1	1	1.58	0.06	sil
1	s76_u3	1	47.45	0.01	sil
1	s83_u3	1	33.31	0.07	sil
1	s105_u3	1	67.77	0.06	sil
1	s31_u1	1	14.85	0.01	sil
1	s17_u3	1	62.79	0.04	sil
1	s32_u3	1	6.77	0.13	sil
1	s13_u2	1	9.93	0.67	sil
1	s12_u3	1	107.16	0.02	sil
1	s49_u1	1	3.27	0.01	sil
1	s94_u1	1	18.44	0.09	sil
1	s89_u1	1	13.61	0.17	sil
1	s80_u3	1	12.71	0.17	sil
1	s102_u3	1	19.5	0.27	sil
1	s82_u3	1	49.76	0.01	sil
1	s103_u3	1	18.78	0.27	sil
1	s2_u3	1	11.01	0.01	sil
1	s43_u3	1	23.16	0.01	sil
1	s84_u1	1	16.44	0.14	sil
1	s48_u3	1	22.2	0.02	sil
1	s91_u1	1	6.12	0.14	sil
1	s50_u3	1	42.72	0.42	sil
1	s17_u1	1	4.39	0.01	sil
1	s4_u3	1	30.06	0.01	sil
1	s18_u1	1	11.13	0.01	sil
1	s81_u2	1	0.4	0.01	sil
1	s97_u3	1	26.21	0.55	sil
1	s105_u3	1	63.21	0.01	sil
1	s85_u3	1	34.1	0.12	sil
1	s98_u2	1	4.97	0.05	sil
1	s7_u3	1	43.01	0.01	sil
1	s101_u1	1	11.84	0.23	sil
1	s102_u3	1	113.099	0.11	sil
1	s100_u3	1	8.07	0.21	sil
1	s86_u3	1	25.31	0.02	sil
1	s89_u3	1	12.08	0.01	sil
1	s99_u1	1	24	0.27	sil
1	s28_u3	1	13.99	0.01	sil
1	s41_u2	1	0.49	0.01	sil
1	s102_u3	1	20.52	0.09	sil
1	s51_u3	1	48.55	0.07	sil
1	s27_u3	1	23.76	0.06	sil
1	s77_u1	1	12.09	0.01	sil
1	s50_u3	1	23.31	0.01	sil
1	s37_u3	1	30.95	0.02	sil
1	s13_u1	1	12.8	0.33	sil
1	s2_u3	1	26.29	0.01	sil
